text,label
RT @umipigMD: Pag lumabas Ad ni Binay napapa PUTANG INA ako talga eh.,1
When you someone who's voting for Binay... *barf*,1
"May ""nognog"" nanaman sa commercial ni Binay ??",0
"It's pretty alarming that binay gained high votes on some pres. surveys!! Please, don't let him win. Di na kailangan ijustify. #VoteWisely",0
"Trillanes: ""Pero kung ang layunin ng pamilya Binay sa kasong ito ay para tigilan ko sila sa aking pag-uusig, nagkakamali sila.""| @maracepeda",0
ME TO MAR AND BINAY: https://t.co/U3QmxWEdjJ,0
Okay I just saw my 19-year old self sa TV ad ni VP Binay.. #weird ??,1
Lahat ng schools na nag mock survey wasak si Binay! 0.00% lmao! Pag yan nanalo pa! ?? https://t.co/TGiCL8iLHp,1
"@candice1972elp Let's not forget history,we CANT move on w/out learning it's lessons,we'll repeat it @senmiriam #MiriamNotMarcos @Jimparedes",0
"After 4 days of ground campaigning, we have been rewarded with 115 converts, and still counting. #RoxasRobredo https://t.co/SuRq7bRgcs",0
Sino sa mga kandidato ang HINDING-HINDI mo iboboto? RETWEET if Sec. MAR ROXAS,1
"Tanggalin mo lahat ng macho talk ni Duterte, malalaman mong wala naman talaga siyang sinasabi.",1
#3STOOGES https://t.co/cGzXh0Yy6a,1
y cant it take Binay instead,0
New witness vs Binay in corruption hearing https://t.co/EtmUeCfOzo | via INQUIRER,0
Nag review ako hanggang 4. Tapos basa ulit pag gising. Then stuck sa jeep ng 40 mins dahil kay Binay. Tapos wala palang klase. Shit lang! ??,1
"Poe: ayaw natin ng gobernong manhid, mga batang ginagapang ang kanilang edukasyon. #PiliPinasDebates2016",0
"#UNTVRepaso2015 Dismissed Makati Mayor Binay, sinampahan ng bagong plunder complaint sa Office of the Ombudsman [18-12-2015] [NY-A1651]",0
BINAY and DUTERTE: Always remember the Ten Commandments of GOD! 6th: Thou Shall NOT Kill. 7th: Thou Shall NOT steal. https://t.co/MzWc1Hws0i,0
"KAININ KA PO SANA NG KONSENSYA MO, MAR ROXAS",1
VP Binay: I’m in good health to finish 90-day campaign https://t.co/gmpmK0VKr1 https://t.co/Zcg7J34ViU,0
"Binay: Dapat may pagkain, trabaho, makapag-aral at walang namamatay sa kahirapan. @PhilippineStar",1
Oh eh di ikaw na! Nognog. Pandak. Laki sa hirap. Corrupt. Sinungaling. Kawatan. Only you - only Binay! ???????????? https://t.co/fhC4vbtStB,1
I'm honestly scared of what would happen if ever Duterte becomes the President. He's a serious threat to our democracy. #PHVoteRoxas,0
"COA to Binay, Ongpin: Where is Boy Scout's share in Alphaland Makati joint venture? - Politiko https://t.co/qH0ppNrYgJ",0
"Honestly, di ko trip yung tanong. Kahit Isko pa yan or si Binay yung itatanong. Don't ask someone a question that you can't reword right.",0
"Binay, robot ka ba?? Hindi ka napapagod ah. Kaya idol ka eh!  #OnlyBinayZambales",0
@Senyora Kailangan tumakbo ni Duterte! Walang kwenta yang Mar Roxas na yan! Sa tingin ko Senyora tutulad yan kay PNoy na walang ginawa,1
@LorenaDimple60 #marroxas is desperate in general. Alam na nya na talo sya kaya ng bwisit na lang #DuterteTillTheEnd,1
"Naku, naku, naku.
Pag nagalit sa yo si Inang Kalikasan, maguho yan...
maging GOODBYE BINAY! https://t.co/rrk5cKc0FH",1
-Sino pa bang magtutulungan kundi kayo-kayong mga corrupt din. #Halalan2016 #Eleksyon2016,1
Whahahaha!!! Mismong katandem na ni Mar Roxas ang nagpapahiwatig na di mananalo si Mar. Thank you Lord! https://t.co/JTAXYyavwN,0
"Does that mean kung every 7 minutes naririnig ko campaign ni Binay sa radyo, magiging 3 minutes na lang yun?? ????? https://t.co/TypYaPFJHV",0
"so what if Miriam Santiago's an atheist? she still has good plans for our country than those ""God-fearing"" mofo's though",1
MAR ROXAS BRUHHHHHH ?? tanginuuuuh,1
Nakakairita yung campaign ad ni binay! Wala akong pake kung pandak ka pero masyado kang paawa pls hahaha,1
"Binay's camp insisted that those were part of the 'black propaganda' against him. So, it was his, then? I mean.. lol. ??",1
@Beatriz8alberto @meddie26blue Binay still has the highest distrust and disapproval ratings. Grabe ang media!,1
"""Binay na lang, so there will be a reversal of roles of who'll corrupt and who'll go to jail."" Punyeta",1
"RT iamrinaroen: Kung ayaw nyo kay Mar Roxas, wag nyo iboto! Hindi kayo dinidiktahan ni Daniel. Gusto nya si Mar, may problema kayo?",0
Kahit anong issue ngayon for sure titirahin si VP Binay kasi nanguna nanaman! Go lang sir! #OnlyBinay,1
"@mgvtrb @interaksyon At first, i thought it was Binay's making to attack the Admin. Due to recent events, my conclusion, it was his making.",1
"VP Binay distributes relief goods in Cabagan, Isabela | via @jv_arcena https://t.co/LFbH4VLn7M",0
"""@TulangPorno: Binay: Hindi mo ba ako kilala? Tinulungan kita.
Ako: Ni-hindi nga kita makita?

#NogNogHambog https://t.co/8HspIxg6G0"" lol",1
"Malaki ang pinagkaiba ni Binay kay Alma. Si Binay, Nognog. Si Alma, Moreno. ??",0
"RT @EyaaaaRules: Toni: ""Ano ang katangian niyo kung kaya't dapat kayong maging Big Winner?"" 
Binay: ""Nognog, pandak, at laki sa hirap.""",0
Jollibee treat from binay. *woooooh*,0
#AyawSaDILAW Pati ba naman si Mar Roxas may pagka alam din sa salitang FAMEWHORE.,1
"200 pesos For Mar Roxas, ang cheap ng vote buying dito sa Dasmariñas Cavite. Tpos i bu bully ka pa ng mga nka dilaw sa loob ng precinct. Pwe",1
"Para sa labanan sa pagkaalkalde sa Makati sa darating eleksyon, sa ilalim ng UNA, iprinoklama si Rep. Abby Binay bilang kanilang pambato.",0
Yung bagong commercial ni Binay ??????,0
"@reianexcorpuz bittermo kay Binay, may past ba kayo???",0
bat ganon ang weird ng itsura ni binay https://t.co/cRIP2h3xXF,1
"Kung may Anti-Duterte Ad
dapat may Anti-Roxas Ad, Anti-Poe Ad, Anti-Binay Ad at Anti-Santiago Ad para FAIR!!!",1
"RT @Jadngapalasir: Kabahan na kayo; Mar, Poe, &amp; Binay. #Duterte2016",0
Looool at u hahahaha. Eh ikaw pet ka ba ni Mar Roxas? Sayang blinock mo ko agad. ?????? https://t.co/AkhtbhXVd3,1
https://t.co/p6voKG6BnQ FIXED ad! Peru if si DU30 nag make ani way 1 sec abot US ang ka trending ani kay ABS CBN largo sumbong US LOL,0
.@sukselalu @SulongRomblon @pnppio Former DILG Sec Mar Roxas visits Romblon at Biniray Festival https://t.co/siLtklkBbP,0
"Binay promises end of poverty, unemployment; says he will continu good projects such as 4Ps @PhilippineStar",0
Biglang naging binay yung screen sa ustream #ViceRylleStory,0
#DayaangDILAW,1
Most of the Mexicans hate President Enrique Pena Nieto (@EPN). He is like Jejomar Binay there in Mexico. Corrupt =( #APEC2015 #APEChottie,1
@PhilippineStar so far puro lng nmn accusation ang binabato ky Binay wla pa nmn napapatunayan. #OnlyBinayIsLove,0
"RT @DiKukurap: Kapag epal talaga, ang daling makita. Yung tingin ni Binay dinaig pa si Kristeta. https://t.co/0RBUXvhamw https://t.co/7fKaM…",1
"Apat na inggitero ! RT @ABSCBNNews: Meanwhile, Justices Carpio, De Castro, Brion and Senator Binay voted that ... https://t.co/GfFsKBf7J1",1
"To Binay, 
No tax your ass. ??????",1
Duterte is leading im not suprised. But im wondering about the spot of Roxas -2nd? I cant believed it.,0
"Ulol binay, bye.",1
TANGINA NITO NI BINAY HIRAP KAUSAP,1
Tangina puro mar roxas kaumay ka brad,1
Iyak na Mar Roxas! ??????,1
Isn't Binay a part of this current administration? ?????? https://t.co/RqHgk5coM4,0
Inamin ni Binay na paminsan-minsan sumasakit ang tuhod niya at umaatake ang hyperacidity.,0
Nakakadismayang makita si MDS na kulelat sa mga survey at nakakainis na Pangalawa si Binay.,1
"RT @piaranada: Duterte in Iloilo: I don't accept SET decision that Grace Poe is qualified to run. Presidency is ""sacred"" #PHVote https://t.…",0
Areng si Binay paawa!!,1
Puta epic mo Binay promise ??,1
kairita yung ad ni mar roxas. para siyang babaeng nagpapatama sa social media. ??,1
2nd si mar roxas????????? ?? putangina??????????? gising ba tayo???,1
Na-Binay ka na ba @SBS_MTV yung kahit alam mong wala ng pag asa  #?? di ka pa rin  #??? sumusuko,0
Ayan! Napatunayan ng di nandaya ang #roro. Ang layo ni #marroxas kay duterte! Masyado makahusga. Oh shut up na lang kayo! #Halalan2016,1
@mhyienaise si Binay be,0
Palyu ka Mar Roxas! From A to Z! #NotoMarRoxas #Elections2016  #Eleksyon2016,1
[LOCAL NEWS] Escudero to Duterte: ‘Don't use Poe’s case as an excuse to run’ https://t.co/8s6H4BrqBm | via SunStar,0
Exactly! Manang mana kay Binay! #NoToBinayEVER https://t.co/Qm93fEkqqO,1
Honasan belies crowd at Sinulog booed Binay https://t.co/PUhpF5yl7M https://t.co/PJfnq4NpwG,0
Puta wala talagang kwenta patutsada ni Binay. Pati si Karen e.,1
"But although Binay has a point, he also forgets that he's still part of the current administration as the VP. #PiliPinasDebates2016",0
"Just admit it - Duterte's joke was shit, wtf to MDS for siding w/ BBM, Roxas is pikon, Poe's father didn't do shit (RIP sir), Binay is shit",1
"No stage here in Bgy 9, Balayan, so Binay standing on chairs to give speech. #PHVote https://t.co/vl6uUjJau0 | via @maracepeda",0
may ebidensya na nga hindi parin yan aamin sa kasalanan nila ????,1
"What really happened between Alfred Romualdez, Mar Roxas and Yolanda? https://t.co/zqtzEjx2be",0
jun binay steps down as mayor of makati as he waits ca's decision on tro,0
Si Roxas naman napaka-init ng dugo kay Duterte ?? pati si Cayetano sinabihan ng manahimik daw! ?? bruhh napaghahalataang desperado manalo ah ??,1
"matapos mag-batuhan ng putik sina Roxas, Binay at Poe biglang dumating si Duterte  #Duterte2016",1
"Mar Roxas, nangakong tutulungan ang nakakulong na anak ng 'katukayo' https://t.co/3C6PeLou0g | via GMA News",0
Binay takes swipe at Poe https://t.co/sJSO3Vyriw,0
Darating daw si Binay mamaya. How true? :P,0
In Need Of A Challenger (Note to Binay) https://t.co/ImWaQt17Py,0
TULARAN SI BINAY,0
"Duterte approves of Miriam’s presidential bid, says he won’t endorse Mar https://t.co/d6jggazSET",0
"Reading articles on the ""call for unity"". Reminded myself why I am not for Mar Roxas.",0
"Si DU30 expected na number kasi andaming fans pero, Roxas Poe Binay over Miriam?",0
TODAY'S EDITORIAL - Cebuanos shamed more than Binay https://t.co/TRYUd2y0sF,0
"CA junking of Junjun Binay’s bid expected, says spokesman https://t.co/dw5JyX2sw9 https://t.co/3fGZu4Sbcc",0
Binay claims he has always supported and will continue the 4Ps; thinks Roxas a liar to say he was against it before | via @PatMangune,0
Taena lt si Kathryn pala INC pero kay Mar Roxas siya hahahaha,1
Grace wag ka kumanta hindi ka nmn Pinoy.  Only B1NAY #OnlyBinayWinner #PiliPinasDebates2016,0
Witness Aspillaga gave a damaging testimony against Dra. Binay https://t.co/zKT81uuWPZ,0
"Me: mommy nakita ko si binay kanina
Mommy: oo nga, dapat nagpapicture ka

MOMMY WALANG DAHILAN PARA MAGPAPICTURE AKO HAHAHAHA",1
Kaya naman pala anlakas ng loob ni Mar. #Roxas2016 https://t.co/lZ2FWuXask,1
Binay not part of welcome party for APEC summit | https://t.co/uM6rmQjolN,0
Di ako natutuwa sa pambu bully nila kay Binay. Hays. They always judged him by his looks lalu na yung pic na... https://t.co/h7vV5ajIHC,0
"RT @rapplerdotcom: Mar Roxas says bullet carrier has to take responsibility

This and more on #ThewRap: https://t.co/cTnnNxAlj1"" target=""_blank"">https://t.co/cTnnNxAlj1 https://t.c…",0
Etong si binay dinadamay ako sa pagka nognog niya ??,1
MARoxas: Investment natin ang 4Ps sa ating mga kababayan. #PHVoteRoxas #Roxas #MayoNaRoxasNa #WeAreForMar #MaayosAksyonReporma,0
"Kahit di ko gawain, pumila ako ng 9hrs sa comelec kahapon para lang maiboto si @senmiriam #MIRIAM2016",0
"PPCRV Presidential candidate results: (PARTIAL) as of 11:05 p.m.
1 - DUTERTE- 12,924,166
2 - ROXAS-7,533,599
3 -... https://t.co/dzYqkniIQW",0
Jejemon Binay ?? damit Lang Kita puñeta ??????,1
Nakakastress tong pagmumuka ni #binay. Leche,1
"Ang tagal mag 100%, mahirap maging kampante baka kapag natulog ako at paggising kinabukasan si Mar Roxas pala yung panalo. #Election2016 ????",0
Tanginang binay to gumawa ng traffic sa olongapo putangina,1
Witness Aspillaga gave a damaging testimony against Dra. Binay https://t.co/p81emJb604,0
#PSYPagyanig,1
Grace Poe hits Duterte’s disrespect for women: ‘Rape is no laughing matter’ https://t.co/fLGv6W7VTH https://t.co/fpqdv6z6Y6,0
Nangunguna si Binay SHIT!,1
binay's political ads ????,0
"kakacommercial lang, commercial uli?!!! hustisya sa pagbayad ng cable!!! puro binay napapanuod namin eh HAHAHAHAHA #PangakoNgTakdangPanahon",1
"RT @kah_ang: Kay Mar Roxas, what you see is what you get. Results-oriented na klaseng pamamahala ang aasahan natin. #RoxasNa",0
Voter protests after receipt showed Roxas instead of Duterte https://t.co/0Za7fVTUrv via @inquirerdotnet Nagsugod na.,0
Wala kang magagawa PNoy pag mananalo man si Bongbong Marcos (#Halalan2016 ). Di mo hawak ang ulo ng mga botante. #Miriam2016 #Bongbong2016,1
Wala akong pake kay Binay!,0
How was VP Binay able to buy three properties even as a young and poor law student? https://t.co/n7siKWs2fl via @raissawriter,0
Nako binay huhuhu,1
Hala ung nognog advertisement ni Binay,0
@JLDejesusINQ @inquirerdotnet a selfish act and insensitivity of Mar Roxas. Thinking just for his own benefit not the Filipino people! Yuck!,1
Puro si binay nakikita ko sa nf ko ????,0
"Dear @MARoxas,

Hindi ako nagkamali sa ating 2-minute encounter. Talagang di ka pwedeng presidente. Ever. All the more I'm #Go4POE.",0
Sarap basagin ng TV tuwing nakikita ko commercial ni Binay. ????,1
MAR ROXAS NATION  Mar was once endorsed by INC #DangersInINCVotes https://t.co/2s6wrLnX0I,0
-Binay: SWS poll proves voting base growing... https://t.co/SRjXsPOpP7,0
"Walang sawang pagsuporta kay Sen. Grace sya ang ating presidente, hindi nya tayo pababayaan sa kahit anumang sakuna. #POE2016 #LabanPOE2016",0
"[NATION] What Roxas, Poe, Binay, Duterte, Señeres are saying about PNoy's SSS veto https://t.co/ikY2WMNqCU | via GMA News",0
"Tumakbo si Duterte dahil galit sya kay Poe. Di nya alam, mas lalong mananalo si Poe dahil sa ginawa nya.",0
walang tutumbas sa maga nagawa ni VP Binay sa Bansa #OnlyBinayUNAsaIlocos,0
Grabe MRT. Pumasok ako ng kamukha ko si Alden pag labas ko kamukha ko na si Binay. #thestruggleisreal,1
Yung ang layo ng agwat ni du30 at poe.,0
"Vice President Binay, other personalities now leaving Welfareville Compound in Mandulong City. | @janvicmateo",0
"Walang namatay sa osmak ng dahil sa hirap? Walang kwenta mga doctor at nurses mo dun Binay, ang tataray pa. #PiliPinasDebates2016",1
"Honestly,gusto ko talaga si Binay sa una pero it changed nung cnb nya na si Alden daw ang gusto nya magportray ng lifestory nya. The hell.",1
"Badtrip yung commercial ni Binay, palong palo eh, pakitang tao. ??",1
RT @ChinitoBabyy: Kinginang commercial ni Binay. ??????,1
Ombudsman statement aimed at Binay–Palace https://t.co/yaFjuJraeq |... https://t.co/HxjO18tt3h,0
Fuck Binay's new nognog commercial.,1
Hindi lang sa takloban si Binay din ang mag aangat satin sa kahirapan #OnlyBinayMagAangatSaTacloban,0
What's with Binay's paid advertisement? Argumentum ad misericordiam. Really? Lol so funny idk what to feel,1
@iambillyalexis: Puro Duterte at Grace Poe laman ng News feed ko.,0
Desperate Mar Roxas. Poor you.,1
"RT @DonyaAlma: Kapag narinig nyo ang ""Only Binay""

Ito lang ang masasabi ko...

""Buksan ang ilaw! Hihi""",1
"Mar roxas, anog pinagsasabi mong matuwid na pilipino? Pwede ba shut up na lang ????",1
"Wag niyo lang iboto si Mar, Binay, at Poe. MDS at Duterte happy na ako kung sino magiging presidente sa kanilang dalawa ????",0
Duterte or Santiago? ?? can't decide #Santiago2016 #Duterte2016,0
"@bilbil @IamEcatina @zenszei xet wala kaming ganyan, INGGIT NA INGGIT KAMI ?? 

ayan pbuenas ko n ky Binay aftr xa mpahiya sa tantrums nya",1
RT @ABSCBNNews: Here's what Mar Roxas has to say about #TanimBala https://t.co/3igVQG7izz https://t.co/2qGFAq1ZC2,0
Tangina yung nognog ad ni Binay. Owning it talaga haha go to hell.,1
Para na kaming si Mar Roxas - Desperado ??,1
Maniwala ako kay Binay na walang tax mga 30k? sweldo,0
Ang annoying ng tvc ni Binay ??,1
@UPMarooned @jayrcastillo24 @wawam @missjover If you want to prevent a Binay presidency then Mar is a wasted vote. game theory #juanvote,0
mapa binay mapa kid pena wala akong iboboto !! di ako maka bili ng pagkain harang kayo hayop -_-,1
Utas na sa nabasa ko sa fb. Hahahaha. Winawalangya talaga si Binay e. ????,1
"Miting de avance 

Duterte - Luneta
Poe - Plaza Miranda
Binay - Makati
Roxas - QC Memorial Circle

Santiago - RAVE at West Triangle, QC??????????",0
"Binay said a lot of things, though, but the audience were really tough and so he gave up.",0
It will have another people power if mar roxas win,0
Binay still mum on performance at PiliPinas Debates 2016 https://t.co/OQyD8W2FDj,1
Binay and Roxas over Miriam.... g r a b e!!! Unbelievable,1
Yung mga kaibigan ko Mar Roxas iboboto e. Pero medyo may doubt pa ko kay Roxas. :3 wew,1
My President this coming election no other than VP Binay #OnlyBinayPriority4Ps,0
"Dati ""nognog,pandak,laki sa hirap"" Ngayon ""Only binay, only binay ??"" ??????",1
"Team Roxas welcomes VP BINAY in Pasay. That is, Dr. Lito Roxas, the opposition's mayoralty candidate | Joyceilas https://t.co/vTr5sbAaOC |…",0
OMG!! Buti hindi si Binay,0
Naiinis talaga ako sa tvc nito ni Binay! ???????? Ka arte! psh,1
"If Duterte is running, then Miriam is running, tangina ang hirap mamili -_- Hahahaha",0
sumakit ulo ko sa tvc ni binay,1
Oh well. Too bad for Mar. It seems it's Binay &amp; Poe. Duterte might  catch up  https://t.co/UJw2xHGSO9,0
VP Binay: Galing ako sa mahirap kaya alam ko kung paano maging mahirap. #cebuvote2016 #BilangPilipino https://t.co/RUWariil20,0
"JUST IN: Binay, Cayetano woe Cebu voters | via @VektorSelba https://t.co/UkPb3Yrauj",0
"What's happening, mar roxas &amp; company? Desperado ng manalo??? ????",1
"Mas may silbi pa si Wengweng kesa kay Binay, if you think about it. https://t.co/LcsFmpSKY8",1
Ulol!,1
Kakauwi lang ni Mama. Kinilig daw sya sa shakehands nila ni Binay jusko ????,1
May Vice President pa ba tayo? Early last year pa nag-iikot si Binay para mangampanya ah? Tsk #24Oras #OnlyBinay,1
"RT @amigueldeguzman: Miriam, Duterte, Poe, Binay, kahit sino naman ilagay niyo sa pwesto, kahit ok gawin nila, wala din naman kayong magand…",0
#Kurakot #VoteBuyers,1
"MAMA: Hindi ko binoto si Mar Roxas, si Poe binoto ko. Si Marcos ang VP ko.
ME: Napaka loyal mo naman kay Marcos.  ??",0
MAR ROXAS: I DON’T NEED OFW VOTE https://t.co/6AaD93UcXV,1
SAYANG POE if we don't rally for a unified cause for democracy. #RoxasRobredo,0
@ABSCBNNews Binay's family has one who is PERPETUALLY DISQUALIFIED;they need the ignorant to vote for them #Halalan2016 @PHVote,0
"ang hirap kasi sa iba, just to go up they need to put others down... how sad! Go VP Binay! #OnlyBinayParehoTayo",0
@ItsmeCASM huhuhuhu! Bakit Mar? Mar Roxas?,1
Wag Poe si Mar Roxas and Binay. They represent political dynasties and other ills of our present political structure. #NotoTrapos,1
Srsly Binay? Sisihin daw ba ang administration ngayon eh parte nmn sya nito. You are still the Vice President. FYI.,1
I have no trust with binay -_-,1
Maling gamitin ang bata. Pero wag selective. The ad was similar with ACS ad. I'm not voting Roxas/Duterte.  https://t.co/GdMJsIKweI,0
Manny Pacquiao leads Senate bets of Binay’s UNA party — source https://t.co/w9WbycuHMi | via INQUIRER,0
Haters gonna hate. #Du30 https://t.co/QSHebXqycc,0
RT @InquirerMobile: ALERT #Binay  https://t.co/JIqkc0N4Md,0
"DUTERTE TILL THE END

Wag kayo maniwala sa survey na yan pulse asia, isa pa yan. Baka next week si mar na nangunguna,",0
@ErnaCabarrubias @LanceNalo @bloodychellee @DupliKatee or binay catches us,0
E g*g* pala to e. Wla ka sa posisyon na yan kung hndi ka naturuan ng teacher mo. #NogNogHambog,1
@rosieeannie Gago ka di ko si binay ba Hahahahaha tang ina,1
Hindi ka namin kilala Poe. Lokohan na ito. #OnlyB1NAYPresidente VOTED BINAY PLS COUNT @ABSCBNNews @gmanewsbreaking https://t.co/11MjOxB7IA,0
"If Binay and his minions win, goodbye Philippines. https://t.co/H0FFI4Ytyy",1
May mahihirap pa rin sa Makati. May mahihirap sa lahat ng panig. #Binay #Halalan2016 https://t.co/cVLb2lgqvE,0
"What're they afraid of? &gt;Binay, Poe, Santiago no-show in presidential debate in Cebu | https://t.co/1yH4kSjwda  https://t.co/hhiZOG7JC9",0
Hala Si Binay! Nog! Nog! Nog! Nonog! Hahahahahaha tangina Lt ??????????,1
"@deejayap @mgvtrb Ok. So Bautista's FOR Poe, Guanzon's FOR Roxas. Who's FOR Binay, Duterte and the rest? Commission FOR (not ON) Elections.",0
Presidentiable Jejomar Binay at the Marriott Hotel for the Philippine Business conference. https://t.co/seoyANGvKY,0
The question is not whether Binay is bad but whether he will be badder via @rapplerdotcom https://t.co/7Js3U4cUK1,1
What Mar Roxas learned in 2010 elections #Halalan2016 https://t.co/l6UFN7tgjI https://t.co/f6Ua3uCeO7,0
@krishiyaa Annoying Binay. ??,1
San Juan is for Mar Roxas! ??????,0
"Pandak , nognog, laki sa hirap d tulad ng iba may nagawa XD
#binay",1
"hindi kami magsasawa kay binay, peña. wag kami",0
Binay ano ba di ako nognog wag mong ipilit na sunog tayong lahat,1
"@jennergetic holy shit di lang pala si duterte ang may ""dutertards"" shet this country!!!! ??????",1
Mar Roxas. https://t.co/88B982BfPy,0
Ano Binay? Di naman paramihan ng advertisement to. ??,0
Nognog ung mga taong laging sinisisi sa mga kasalanang di naman nila ginawa. -Commercial ni Binay,0
"Ang mukha ni Binay, diring diri pa. Normal na nangyayari yan sa tubig kapag nabasa. Nahahalata ang tunay mong kulay! https://t.co/FOEaY7Z6lL",1
@inquirerdotnet @MAgerINQ Mar Roxas we can read in her face.,0
My newly recruited Mar Roxas volunteers. https://t.co/wiJzProLMH,0
panget lang nung ad nya sa TV.,1
POE: Permanenteng trabaho / pagkain sa bawat lamesa / kababaihan hindi dapat maliitin / #PiliPinasDebates2016 #Halalan2016,0
@sealtieelardon Yan si Binay.,0
Roxas invites Poe for unity to beat Duterte? Wtf??!! Desperate moves bitch. Accept the fact that your losing #AyawSaDILAW,1
What's with only binay all about?,0
Socially relevant to mga pakyu. Mas importante to diyan sa Binay vs Obama niyo. Mamaya magtatanong ulit ako pakingshet.,1
Kamukha ko si nancy binay punyeta,1
"RT @Antifornicator: And Binay is owning these. It's a brilliant strategy to get the sympathy of the poor, the less educated, the powerless.",0
"Hays, Kawawa naman sila. kase kahit salitang RESPETO hindi nila alam. @VPJojoBinay  #RespectforBINAY #IsaluteVPBINAY",1
#OnlyBinayUNAsaIlocos,0
Everytime na nakikita ko yung commercial ni Binay i was like bitch please wag mo kong lokohin,1
Mar blinded by ambition – Binay http://t.co/PK1Enu3WoF #Manila #News #Asia,0
"Binay: Aquino admin promised much but delivered very little. Ports, airports, infra to support 10M arriving tourists not built.
#PHvote",0
"#juanvote : Agree on this critique ? 1. Mar Roxas - Incompetence, Dishonesty.
2. Jejomar Binay - Massive... https://t.co/viX9ZuZBY6",1
@jydominique HAHAHA  napamura ako sunod sunod kasalanan to ni binay hahahaha,1
JEJOMAR BINAY SUKANG SUKA NA PO AKO SA MGA COMMERCIALS MO ??,1
Duh Binay we already know your intention regarding INC's issue https://t.co/PfuvEwjsPO,1
Hello daw sabi ni Binay.,0
May bago na namang commercial campaign si Binay! Nakaka badtrip na!,1
"masmatibay kayo #poechiz sa 2024 sigurado. pero for now, go binay sa 2016!",0
R.I.P MAR ROXAS !!... https://t.co/aHkEDVQP3X,1
"cant imagine pag nag kasnow sa pilipinas dahil kay binay, imbis na puti yun snow magiging black tf!! nog nog na buong pilipinas hahahahaha",1
Desperado na Mar Roxas ???,1
zz binay's ads ????????,0
Tularan si Pedro WAG si Mar Roxas ?? @MARoxas https://t.co/4eRLWBEAdQ,1
manduga kapa mar roxas,1
Binay had his glasses made earlier @manila_bulletin https://t.co/PoDASO1ySZ,0
Guys. Text everyone. Mar Roxas-Leni Robredo is our best chance. The only tandem against dictatorship and Marcos revisionism. Please.,0
"Kaya pala nagkakagulo dito sa SM, nandito si Binay! Tatay ng friend namin huhu ???? (at @sm_citybacolod) [pic] — https://t.co/ntPfZ2l0kX",0
Duterte fails to calm nervous investors | https://t.co/PkJjJHacaV #KayDUTERTEako,0
"#BINAY:"" What he did in Makati was theft."" #MarRoxas
Job creation—that’s what I know and can do,” Mar Roxas said. https://t.co/XPFtghiEdg",1
"""@ellisluciano: Binay as President #ShortHorrorStory""",1
My ghaddd!!! Bakit pangalawa si Roxas? Im expecting Poe as 2nd placer! Well maybe the powers from cheating really works! #DU30 #Election2016,1
#Election2016 #Halalan2016,1
"VP Binay is not asking Grace Poe, he's mocking, declaring and judging. Poor Binay, thumbs down. #PiliPinasDebates2016",1
"Mga kandidatong pasok sa opisyal na balota:
For president:
1. BINAY, Jejomar C (UNA)
2. DEFENSOR-SANTIAGO, Miriam... https://t.co/4Kjv2ilR6q",0
RT @ayeemacaraig: Binay: Ako ay kumandidato dahil alam kong ako ay mananalo #PHvote https://t.co/WCdB7UYMHw,0
Duterte- Crazy.,1
DUTERTE is on the lead. 30.64%. Roxas is 26.72%. AS OF NOW.,0
@bluevill Malaking kagaguhan ang alam nitong si Binay para makakuha lang ng boto. Nang-uuto lang yan!,1
WAG POE sanang pakalat kalat mga dutertards sa social media kung jejemon kayong mag-type. Bwahawhawhawhawhawhawhaw https://t.co/O7pPdkalGP,1
@gialyssa10 Bat mo nilabasa ang Binay shot ko? Waaah thank you forever!! Mwaaa,0
Bakit kamukha ni kuya mark yung anak ni mar roxas :)) @dwightsmite,0
"[NATION] Santiago, Binay, Roxas, Poe at the PCCI Presidentiable Forum https://t.co/kZB1TFjmzp | via GMA News",0
"""Mar Roxas is probably the most misunderstood, most-bashed, most belittled leader we’ve had."" https://t.co/9kwkSGbt6z",1
"Pagiging guest candiate ni Sen. Ralph Recto sa kampo nina Sen. Poe at Escudero, walang epekto sa LP I via @aileentaliping",0
"Si Mar Roxas lang ang kayang magpaliwanag ng platapormang malinaw pa sa sikat ng araw. Yung ibang kandidato, nagpapanggap lang na may alam.",0
watching #DKSemis but that mar roxas ad is really sickening.,1
#Binay is healthy because he has ample exercise .How can you not have enough exercise when you’ve been counting billions of pesos.Duterte,0
"It should be Digong vs. Miriam. 

Agree or not, Fuck you Mar, Poe and Binay tards. https://t.co/R0mqRgYGwu",1
"Fight for decency mong utut kingina ka mar roxas. Kung ang pagkadisente ay katulad mo, well ibahin mo kami sa iyo ??",1
So ayan na pumangalawa na si roxas sa ranking. Malay nmn ntin diba! Na sa ntitirang oras dun pala magaganap ang dayaan oh well #DU30 padin ??,1
#BigSwitch2Miriam,1
"Sen. Miriam Santiago: Don't forget Martial Law, but dont let a dead man dictate our actuations | @banderainquirer http://t.co/7A8W9kkbGb",0
"Binay lawyer belies Trillanes  claim; says he has list of VP's submitted docs ""ang hirap sa kanila, pag di nagustuhan di nila papansinin""",0
No politics in Binay-Chiz meeting says Floirendo https://t.co/TJWPcIsvqG,0
"Don't back down Grace Poe! If he wants everyone to be united against Duterte, make Mar Roxas concede, not you please. @SenGracePOE",0
"Pussya hindi ko tangap na pangalawa si Mar Roxas , Tangap ko pa kung si Miriam Santiago yan !",1
